contrast,task,estimate,SE,df,z.ratio,p.value
(claude-3-5-haiku-20241022) - (gpt-3.5-turbo),3,-4.3900000000000485,1.2355931975953411,Inf,-3.5529493109412384,0.010285322225797816
(claude-3-5-haiku-20241022) - (gpt-4o),3,-7.99000000000006,1.2355931975953407,Inf,-6.466529611485285,4.71312165595583e-9
(claude-3-5-haiku-20241022) - (gpt-4o-mini),3,-7.070000000000055,1.2355931975953411,Inf,-5.7219479791240255,4.5283109104049585e-7
(claude-3-5-haiku-20241022) - o1,3,-9.940000000000058,1.235593197595341,Inf,-8.044718940946636,4.927284337644633e-14
(claude-3-5-haiku-20241022) - o3,3,-81.94000000000003,1.2355931975953411,Inf,-66.31632495182733,0
(claude-3-5-haiku-20241022) - (o4-mini),3,-18.400000000000055,1.2355931975953411,Inf,-14.891632647225116,3.212404893710472e-48
(claude-3-7-sonnet-20250219) - (claude-sonnet-4-20250514),3,1.7499999999999984,1.2355931975953411,Inf,1.416323757208905,1
(claude-3-7-sonnet-20250219) - (deepseek-chat),3,-4.910000000000005,1.2355931975953405,Inf,-3.9737997987975655,0.0021220507580225075
(claude-3-7-sonnet-20250219) - (deepseek-reasoner),3,5.919999999999999,1.2355931975953411,Inf,4.791220938672414,5.9677006466250764e-5
(claude-3-7-sonnet-20250219) - (gemini-1.5-pro),3,6.229999999999993,1.235593197595341,Inf,5.042112575663702,1.749597033719144e-5
(claude-3-7-sonnet-20250219) - (gemini-2.0-flash),3,3.549999999999997,1.235593197595341,Inf,2.873113907480922,0.08535398368544488
(claude-3-7-sonnet-20250219) - (gemini-2.5-flash),3,-6.260000000000011,1.235593197595341,Inf,-5.0663924115015835,1.5811603149906046e-5
(claude-3-7-sonnet-20250219) - (gemini-2.5-pro),3,-9.110000000000014,1.2355931975953407,Inf,-7.372976816098948,9.010413756130351e-12
(claude-3-7-sonnet-20250219) - (gpt-3.5-turbo),3,12.119999999999997,1.2355931975953411,Inf,9.809053678498252,6.896261154293699e-21
(claude-3-7-sonnet-20250219) - (gpt-4o),3,8.519999999999987,1.2355931975953405,Inf,6.895473377954211,2.79165781945399e-10
(claude-3-7-sonnet-20250219) - (gpt-4o-mini),3,9.43999999999999,1.2355931975953414,Inf,7.6400550103154625,1.1942092348645442e-12
(claude-3-7-sonnet-20250219) - o1,3,6.569999999999988,1.235593197595341,Inf,5.317284048492856,4.2131030392412215e-6
(claude-3-7-sonnet-20250219) - o3,3,-65.42999999999998,1.2355931975953411,Inf,-52.95432196238783,0
(claude-3-7-sonnet-20250219) - (o4-mini),3,-1.8900000000000068,1.235593197595341,Inf,-1.5296296577856245,1
(claude-sonnet-4-20250514) - (deepseek-chat),3,-6.660000000000004,1.2355931975953405,Inf,-5.390123556006472,2.886779578568357e-6
(claude-sonnet-4-20250514) - (deepseek-reasoner),3,4.17,1.235593197595341,Inf,3.3748971814635085,0.01772238576396156
(claude-sonnet-4-20250514) - (gemini-1.5-pro),3,4.479999999999995,1.2355931975953414,Inf,3.625788818454795,0.008066260036233418
(claude-sonnet-4-20250514) - (gemini-2.0-flash),3,1.799999999999999,1.2355931975953405,Inf,1.4567901502720177,1
(claude-sonnet-4-20250514) - (gemini-2.5-flash),3,-8.010000000000009,1.235593197595341,Inf,-6.482716168710487,4.3241220315212214e-9
(claude-sonnet-4-20250514) - (gemini-2.5-pro),3,-10.860000000000014,1.2355931975953407,Inf,-8.789300573307855,9.481117885892758e-17
(claude-sonnet-4-20250514) - (gpt-3.5-turbo),3,10.37,1.2355931975953407,Inf,8.39272992128935,2.802393132761677e-15
(claude-sonnet-4-20250514) - (gpt-4o),3,6.769999999999988,1.2355931975953407,Inf,5.479149620745304,1.7949744005756993e-6
(claude-sonnet-4-20250514) - (gpt-4o-mini),3,7.689999999999992,1.2355931975953411,Inf,6.223731253106559,2.184607705542041e-8
(claude-sonnet-4-20250514) - o1,3,4.81999999999999,1.235593197595341,Inf,3.900960291283951,0.0027785441550651044
(claude-sonnet-4-20250514) - o3,3,-67.17999999999998,1.235593197595341,Inf,-54.370645719596745,0
(claude-sonnet-4-20250514) - (o4-mini),3,-3.640000000000006,1.235593197595341,Inf,-2.94595341499453,0.07405100374078291
(deepseek-chat) - (deepseek-reasoner),3,10.830000000000004,1.2355931975953407,Inf,8.76502073746998,1.1578021566470097e-16
(deepseek-chat) - (gemini-1.5-pro),3,11.139999999999997,1.2355931975953405,Inf,9.015912374461267,1.2495260949768031e-17
(deepseek-chat) - (gemini-2.0-flash),3,8.460000000000003,1.23559319759534,Inf,6.8469137062784915,3.8484704118006513e-10
(deepseek-chat) - (gemini-2.5-flash),3,-1.3500000000000059,1.23559319759534,Inf,-1.092592612704019,1
(deepseek-chat) - (gemini-2.5-pro),3,-4.200000000000011,1.2355931975953403,Inf,-3.399177017301386,0.01689723903667691
(deepseek-chat) - (gpt-3.5-turbo),3,17.03,1.2355931975953405,Inf,13.782853477295822,2.6828810413267284e-41
(deepseek-chat) - (gpt-4o),3,13.429999999999993,1.2355931975953403,Inf,10.86927317675178,1.1788194690772139e-25
(deepseek-chat) - (gpt-4o-mini),3,14.349999999999996,1.2355931975953405,Inf,11.613854809113034,2.628393069029408e-29
(deepseek-chat) - o1,3,11.479999999999993,1.2355931975953403,Inf,9.291083847290427,1.0079855560485266e-18
(deepseek-chat) - o3,3,-60.51999999999997,1.2355931975953403,Inf,-48.980522163590294,0
(deepseek-chat) - (o4-mini),3,3.019999999999998,1.2355931975953403,Inf,2.444170141011941,0.2613344009164692
(deepseek-reasoner) - (gemini-1.5-pro),3,0.3099999999999943,1.2355931975953418,Inf,0.2508916369912872,1
(deepseek-reasoner) - (gemini-2.0-flash),3,-2.3700000000000014,1.2355931975953407,Inf,-1.918107031191492,0.606071852209204
(deepseek-reasoner) - (gemini-2.5-flash),3,-12.180000000000007,1.235593197595341,Inf,-9.857613350173994,4.3208407007639375e-21
(deepseek-reasoner) - (gemini-2.5-pro),3,-15.030000000000015,1.2355931975953411,Inf,-12.164197754771362,3.7608396117696216e-32
(deepseek-reasoner) - (gpt-3.5-turbo),3,6.199999999999999,1.2355931975953414,Inf,5.017832739825837,1.9335327568508502e-5
(deepseek-reasoner) - (gpt-4o),3,2.599999999999988,1.235593197595341,Inf,2.1042524392817943,0.42427718892623417
(deepseek-reasoner) - (gpt-4o-mini),3,3.5199999999999925,1.2355931975953414,Inf,2.8488340716430502,0.08775951739457577
(deepseek-reasoner) - o1,3,0.6499999999999888,1.235593197595341,Inf,0.5260631098204419,1
(deepseek-reasoner) - o3,3,-71.34999999999998,1.2355931975953414,Inf,-57.74554290106023,0
(deepseek-reasoner) - (o4-mini),3,-7.810000000000006,1.2355931975953411,Inf,-6.320850596458038,1.196586194921284e-8
(gemini-1.5-pro) - (gemini-2.0-flash),3,-2.6799999999999957,1.235593197595341,Inf,-2.168998668182779,0.4211589902698007
(gemini-1.5-pro) - (gemini-2.5-flash),3,-12.490000000000002,1.2355931975953414,Inf,-10.10850498716528,3.4949380910183105e-22
(gemini-1.5-pro) - (gemini-2.5-pro),3,-15.34000000000001,1.2355931975953411,Inf,-12.415089391762649,1.7099152603709838e-33
(gemini-1.5-pro) - (gpt-3.5-turbo),3,5.890000000000004,1.2355931975953411,Inf,4.766941102834551,6.546538546267852e-5
(gemini-1.5-pro) - (gpt-4o),3,2.289999999999994,1.2355931975953414,Inf,1.8533608022905061,0.6383066164190034
(gemini-1.5-pro) - (gpt-4o-mini),3,3.209999999999998,1.2355931975953414,Inf,2.5979424346517632,0.17819000812392977
(gemini-1.5-pro) - o1,3,0.33999999999999453,1.235593197595341,Inf,0.27517147282915455,1
(gemini-1.5-pro) - o3,3,-71.65999999999997,1.235593197595341,Inf,-57.99643453805154,0
(gemini-1.5-pro) - (o4-mini),3,-8.12,1.2355931975953414,Inf,-6.5717422334493225,2.436765130381111e-9
(gemini-2.0-flash) - (gemini-2.5-flash),3,-9.81000000000001,1.2355931975953405,Inf,-7.939506318982509,1.1367302761877447e-13
(gemini-2.0-flash) - (gemini-2.5-pro),3,-12.66000000000001,1.2355931975953403,Inf,-10.246090723579874,8.625894474237462e-23
(gemini-2.0-flash) - (gpt-3.5-turbo),3,8.57,1.2355931975953405,Inf,6.935939771017333,2.1387063836020074e-10
(gemini-2.0-flash) - (gpt-4o),3,4.96999999999999,1.2355931975953403,Inf,4.022359470473289,0.0017861589926621156
(gemini-2.0-flash) - (gpt-4o-mini),3,5.8899999999999935,1.235593197595341,Inf,4.766941102834543,6.546538546267852e-5
(gemini-2.0-flash) - o1,3,3.0199999999999902,1.2355931975953407,Inf,2.444170141011934,0.2613344009164692
(gemini-2.0-flash) - o3,3,-68.97999999999998,1.2355931975953407,Inf,-55.82743586986877,0
(gemini-2.0-flash) - (o4-mini),3,-5.440000000000005,1.2355931975953405,Inf,-4.402743565266549,3.4204954102193177e-4
(gemini-2.5-flash) - (gemini-2.5-pro),3,-2.850000000000004,1.235593197595341,Inf,-2.3065844045973654,0.3230633570590574
(gemini-2.5-flash) - (gpt-3.5-turbo),3,18.380000000000006,1.2355931975953405,Inf,14.875446089999839,4.0443263993042943e-48
(gemini-2.5-flash) - (gpt-4o),3,14.779999999999998,1.2355931975953405,Inf,11.961865789455794,4.3337834396898645e-31
(gemini-2.5-flash) - (gpt-4o-mini),3,15.700000000000001,1.235593197595341,Inf,12.706447421817048,4.4106534599761635e-35
(gemini-2.5-flash) - o1,3,12.829999999999998,1.2355931975953405,Inf,10.383676459994442,2.0889747708623946e-23
(gemini-2.5-flash) - o3,3,-59.16999999999997,1.2355931975953405,Inf,-47.88792955088628,0
(gemini-2.5-flash) - (o4-mini),3,4.370000000000004,1.2355931975953407,Inf,3.5367627537159585,0.010531647218400778
(gemini-2.5-pro) - (gpt-3.5-turbo),3,21.230000000000015,1.2355931975953407,Inf,17.182030494597207,3.185732645116898e-64
(gemini-2.5-pro) - (gpt-4o),3,17.630000000000003,1.2355931975953405,Inf,14.268450194053163,2.890791346885985e-44
(gemini-2.5-pro) - (gpt-4o-mini),3,18.550000000000004,1.235593197595341,Inf,15.013031826414412,5.248366236718358e-49
(gemini-2.5-pro) - o1,3,15.68,1.2355931975953405,Inf,12.690260864591806,5.356990413624759e-35
(gemini-2.5-pro) - o3,3,-56.319999999999965,1.2355931975953407,Inf,-45.5813451462889,0
(gemini-2.5-pro) - (o4-mini),3,7.220000000000007,1.235593197595341,Inf,5.843347158313322,2.2511385678906918e-7
(gpt-3.5-turbo) - (gpt-4o),3,-3.600000000000011,1.2355931975953405,Inf,-2.913580300544046,0.07860818421458556
(gpt-3.5-turbo) - (gpt-4o-mini),3,-2.680000000000007,1.235593197595341,Inf,-2.168998668182788,0.4211589902698007
(gpt-3.5-turbo) - o1,3,-5.5500000000000105,1.2355931975953407,Inf,-4.491769630005399,2.330915520342157e-4
(gpt-3.5-turbo) - o3,3,-77.54999999999997,1.235593197595341,Inf,-62.76337564088609,0
(gpt-3.5-turbo) - (o4-mini),3,-14.010000000000003,1.2355931975953407,Inf,-11.338683336283879,6.245953939489696e-28
(gpt-4o) - (gpt-4o-mini),3,0.9200000000000044,1.2355931975953407,Inf,0.7445816323612573,1
(gpt-4o) - o1,3,-1.9499999999999993,1.2355931975953405,Inf,-1.578189329461353,1
(gpt-4o) - o3,3,-73.94999999999996,1.2355931975953407,Inf,-59.849795340342055,0
(gpt-4o) - (o4-mini),3,-10.409999999999995,1.235593197595341,Inf,-8.425103035739834,2.1625975945737746e-15
(gpt-4o-mini) - o1,3,-2.8700000000000037,1.235593197595341,Inf,-2.3227709618226093,0.3230633570590574
(gpt-4o-mini) - o3,3,-74.86999999999998,1.2355931975953411,Inf,-60.5943769727033,0
(gpt-4o-mini) - (o4-mini),3,-11.329999999999998,1.2355931975953411,Inf,-9.16968466810109,3.083630688986275e-18
o1 - o3,3,-71.99999999999997,1.235593197595341,Inf,-58.2716060108807,0
o1 - (o4-mini),3,-8.459999999999996,1.2355931975953407,Inf,-6.846913706278483,3.8484704118006513e-10
o3 - (o4-mini),3,63.53999999999997,1.235593197595341,Inf,51.42469230460221,0
