contrast,task,estimate,SE,df,z.ratio,p.value
(claude-3-5-haiku-20241022) - (gemini-2.0-flash),3,0.06944610361410983,0.065907014192428,Inf,1.0536982211233055,0.9993533060928947
(claude-3-5-haiku-20241022) - (gemini-2.5-flash),3,-0.01662804696664133,0.06448556256041119,Inf,-0.2578568955037632,0.9999999999932873
(claude-3-5-haiku-20241022) - (gemini-2.5-pro),3,-0.04709987624378706,0.06400387318965949,Inf,-0.7358910312227253,0.9999913355024694
(claude-3-5-haiku-20241022) - (gpt-3.5-turbo),3,0.3684152709430985,0.071601616649835,Inf,5.145348501624195,2.7315544708583772e-5
(claude-3-5-haiku-20241022) - (gpt-4o),3,0.13203761767387573,0.06699895650300702,Inf,1.9707414050239673,0.815867312745397
(claude-3-5-haiku-20241022) - (gpt-4o-mini),3,0.31532113399240835,0.07049875479020443,Inf,4.472719198101655,7.475841653105109e-4
(claude-3-5-haiku-20241022) - o1,3,0.09908125526772003,0.06641764800498148,Inf,1.4917910863132144,0.9776086173665031
(claude-3-5-haiku-20241022) - o3,3,-0.045086268091535625,0.06403529013456538,Inf,-0.7040847007453265,0.9999950507130019
(claude-3-5-haiku-20241022) - (o4-mini),3,0.08986747414092472,0.06625752101527362,Inf,1.356336197972281,0.9907690641319215
(claude-3-7-sonnet-20250219) - (claude-sonnet-4-20250514),3,0.018228061303813242,0.06366304269068057,Inf,0.2863209255074073,0.999999999971513
(claude-3-7-sonnet-20250219) - (deepseek-chat),3,0.020293063195190558,0.06369663350170636,Inf,0.318589257855314,0.9999999998755169
(claude-3-7-sonnet-20250219) - (deepseek-reasoner),3,0.0020172323868992426,0.06340457631859008,Inf,0.03181524905652267,1
(claude-3-7-sonnet-20250219) - (gemini-1.5-pro),3,0.06212888054011487,0.06437983038604694,Inf,0.965036412298161,0.9997642209751592
(claude-3-7-sonnet-20250219) - (gemini-2.0-flash),3,0.11252980906158477,0.06523251877009342,Inf,1.7250569376017306,0.9257959971035217
(claude-3-7-sonnet-20250219) - (gemini-2.5-flash),3,0.026455658480833616,0.06379600101467894,Inf,0.414691486300942,0.9999999954507851
(claude-3-7-sonnet-20250219) - (gemini-2.5-pro),3,-0.004016170796312113,0.06330900272685999,Inf,-0.06343759375960253,1
(claude-3-7-sonnet-20250219) - (gpt-3.5-turbo),3,0.4114989763905734,0.07098116254855508,Inf,5.797298348122788,7.023417756268913e-7
(claude-3-7-sonnet-20250219) - (gpt-4o),3,0.17512132312135067,0.06633508577308515,Inf,2.6399502025277326,0.342839558677252
(claude-3-7-sonnet-20250219) - (gpt-4o-mini),3,0.3584048394398833,0.06986840310233365,Inf,5.129712767514396,2.966260834480483e-5
(claude-3-7-sonnet-20250219) - o1,3,0.142164960715195,0.06574828417985311,Inf,2.1622611523413386,0.6921518349670641
(claude-3-7-sonnet-20250219) - o3,3,-0.002002562644060679,0.06334067097424376,Inf,-0.031615747248319837,1
(claude-3-7-sonnet-20250219) - (o4-mini),3,0.13295117958839966,0.0655863805801642,Inf,2.027115666581076,0.7824003462534928
(claude-sonnet-4-20250514) - (deepseek-chat),3,0.002065001891377316,0.0639857534155898,Inf,0.03227283857962965,1
(claude-sonnet-4-20250514) - (deepseek-reasoner),3,-0.016210828916914,0.06369492248124463,Inf,-0.2545073969073026,0.9999999999943974
(claude-sonnet-4-20250514) - (gemini-1.5-pro),3,0.043900819236301625,0.06466530798710297,Inf,0.6788929118694884,0.9999968924807363
(claude-sonnet-4-20250514) - (gemini-2.0-flash),3,0.09430174775777153,0.0655149890171046,Inf,1.4393919494232275,0.9838086845581161
(claude-sonnet-4-20250514) - (gemini-2.5-flash),3,0.008227597177020374,0.06408468320059862,Inf,0.1283863283097812,1
(claude-sonnet-4-20250514) - (gemini-2.5-pro),3,-0.022244232100125355,0.06359970423349949,Inf,-0.34975370354645113,0.9999999995526268
(claude-sonnet-4-20250514) - (gpt-3.5-turbo),3,0.3932709150867602,0.07124056177339917,Inf,5.520323047671494,3.5072532694746528e-6
(claude-sonnet-4-20250514) - (gpt-4o),3,0.15689326181753743,0.06661141642833375,Inf,2.3553509327689586,0.5485325296213509
(claude-sonnet-4-20250514) - (gpt-4o-mini),3,0.34017677813607006,0.07013159862356268,Inf,4.850549321740089,1.2374245204838097e-4
(claude-sonnet-4-20250514) - o1,3,0.12393689941138175,0.06602822074681063,Inf,1.877029215835235,0.864939792887974
(claude-sonnet-4-20250514) - o3,3,-0.02023062394787392,0.06363094254824195,Inf,-0.3179368894706538,0.9999999998789725
(claude-sonnet-4-20250514) - (o4-mini),3,0.11472311828458642,0.06586656997419968,Inf,1.7417503041303675,0.9202458673397862
(deepseek-chat) - (deepseek-reasoner),3,-0.018275830808291316,0.06372846979942631,Inf,-0.28677655160732946,0.9999999999708818
(deepseek-chat) - (gemini-1.5-pro),3,0.04183581734492431,0.06469888759097189,Inf,0.6466234413396946,0.999998339662469
(deepseek-chat) - (gemini-2.0-flash),3,0.09223674586639422,0.06554735933143517,Inf,1.4071771434758527,0.9868847979633624
(deepseek-chat) - (gemini-2.5-flash),3,0.006162595285643058,0.06411790699689962,Inf,0.09611348177570808,1
(deepseek-chat) - (gemini-2.5-pro),3,-0.02430923399150267,0.0636333902534459,Inf,-0.38202009816986404,0.9999999985080313
(deepseek-chat) - (gpt-3.5-turbo),3,0.3912059131953829,0.07127063910283658,Inf,5.48901929490082,4.185834845626957e-6
(deepseek-chat) - (gpt-4o),3,0.15482825992616012,0.06664485482878216,Inf,2.323183992581733,0.5729552902903876
(deepseek-chat) - (gpt-4o-mini),3,0.33811177624469274,0.07016250073760781,Inf,4.818981260504892,1.4467361880377005e-4
(deepseek-chat) - o1,3,0.12187189752000444,0.06606069730281033,Inf,1.8448472767607282,0.8797815114310966
(deepseek-chat) - o3,3,-0.022295625839251237,0.06366492383002387,Inf,-0.350202662596084,0.9999999995447073
(deepseek-chat) - (o4-mini),3,0.1126581163932091,0.06589960197325723,Inf,1.7095416818894746,0.9307112162600097
(deepseek-reasoner) - (gemini-1.5-pro),3,0.060111648153215624,0.06441133989301458,Inf,0.9332463546490319,0.9998409481986517
(deepseek-reasoner) - (gemini-2.0-flash),3,0.11051257667468553,0.065263603481336,Inf,1.6933263071551017,0.9356017017750634
(deepseek-reasoner) - (gemini-2.5-flash),3,0.024438426093934373,0.06382778755364833,Inf,0.3828806704821699,0.9999999984616101
(deepseek-reasoner) - (gemini-2.5-pro),3,-0.0060334031832113555,0.06334103720017467,Inf,-0.09525267425198901,1
(deepseek-reasoner) - (gpt-3.5-turbo),3,0.4094817440036742,0.0710097360259619,Inf,5.766557755600773,8.427898618990071e-7
(deepseek-reasoner) - (gpt-4o),3,0.17310409073445143,0.06636568117952467,Inf,2.608337436727132,0.36391433454491795
(deepseek-reasoner) - (gpt-4o-mini),3,0.35638760705298406,0.06989743738512937,Inf,5.0987220760228515,3.490092852209692e-5
(deepseek-reasoner) - o1,3,0.14014772832829575,0.06577913122193933,Inf,2.1305804093920937,0.7143888065130276
(deepseek-reasoner) - o3,3,-0.004019795030959922,0.0633726947242885,Inf,-0.06343102575089453,1
(deepseek-reasoner) - (o4-mini),3,0.13093394720150042,0.06561731179592788,Inf,1.9954177276982872,0.8015624010107307
(gemini-1.5-pro) - (gemini-2.0-flash),3,0.050400928521469934,0.06621157323724762,Inf,0.76121025460118,0.999986743726289
(gemini-1.5-pro) - (gemini-2.5-flash),3,-0.03567322205928125,0.06479672187430542,Inf,-0.5505405370426179,0.9999997973848401
(gemini-1.5-pro) - (gemini-2.5-pro),3,-0.06614505133642698,0.06431723372730021,Inf,-1.0284187845652157,0.9995088312698803
(gemini-1.5-pro) - (gpt-3.5-turbo),3,0.3493700958504586,0.07188186169476436,Inf,4.860337331467663,1.1786364887211853e-4
(gemini-1.5-pro) - (gpt-4o),3,0.11299244258123582,0.0672975840106901,Inf,1.6789970136712067,0.939717169204086
(gemini-1.5-pro) - (gpt-4o-mini),3,0.29627595889976843,0.07078315007810404,Inf,4.185684849753784,0.0026308058546062885
(gemini-1.5-pro) - o1,3,0.08003608017508013,0.06671965492638807,Inf,1.1995877416240253,0.997337335819582
(gemini-1.5-pro) - o3,3,-0.06413144318417555,0.0643483049858581,Inf,-0.9966298754608965,0.9996572936832014
(gemini-1.5-pro) - (o4-mini),3,0.0708222990482848,0.06655996024272577,Inf,1.0640375804014224,0.9992782698006362
(gemini-2.0-flash) - (gemini-2.5-flash),3,-0.08607415058075113,0.06564392340381563,Inf,-1.311228002800149,0.9933760081536369
(gemini-2.0-flash) - (gemini-2.5-pro),3,-0.11654597985789691,0.06517077148146258,Inf,-1.7883167132837716,0.9033008793975477
(gemini-2.0-flash) - (gpt-3.5-turbo),3,0.29896916732898865,0.07264657688421153,Inf,4.1153923577913885,0.003527343801441263
(gemini-2.0-flash) - (gpt-4o),3,0.0625915140597659,0.06811441272519998,Inf,0.9189173268260331,0.9998676020981399
(gemini-2.0-flash) - (gpt-4o-mini),3,0.24587503037829853,0.07155977991645791,Inf,3.435938884459176,0.04334355928809619
(gemini-2.0-flash) - o1,3,0.02963515165361022,0.0675428543625179,Inf,0.4387607235926335,0.9999999902430574
(gemini-2.0-flash) - o3,3,-0.11453237170564542,0.0652015892115962,Inf,-1.7565886520642608,0.9150817726880134
(gemini-2.0-flash) - (o4-mini),3,0.02042137052681489,0.0673853447579563,Inf,0.3030535882864012,0.9999999999373879
(gemini-2.5-flash) - (gemini-2.5-pro),3,-0.03047182927714573,0.06373285682387092,Inf,-0.4781180508094313,0.9999999690135154
(gemini-2.5-flash) - (gpt-3.5-turbo),3,0.38504331790973984,0.07135946107351164,Inf,5.395827156164811,7.045212443212989e-6
(gemini-2.5-flash) - (gpt-4o),3,0.14866566464051706,0.06673984272839288,Inf,2.2275399306158508,0.6447772622133119
(gemini-2.5-flash) - (gpt-4o-mini),3,0.3319491809590497,0.07025272632860641,Inf,4.72507186989955,2.2883165504672398e-4
(gemini-2.5-flash) - o1,3,0.11570930223436138,0.06615651472049798,Inf,1.7490235500345959,0.9177419006253509
(gemini-2.5-flash) - o3,3,-0.028458221124894295,0.06376434349851119,Inf,-0.44630305219967886,0.9999999877211498
(gemini-2.5-flash) - (o4-mini),3,0.10649552110756605,0.0659956567726477,Inf,1.6136746918731137,0.9561295204355019
(gemini-2.5-pro) - (gpt-3.5-turbo),3,0.41551514718688554,0.07092440819767669,Inf,5.858563472659287,4.87008388838639e-7
(gemini-2.5-pro) - (gpt-4o),3,0.1791374939176628,0.06627430298262221,Inf,2.7029706214282547,0.30274096597478506
(gemini-2.5-pro) - (gpt-4o-mini),3,0.36242101023619544,0.06981073041990603,Inf,5.19147999249201,2.1386596945949243e-5
(gemini-2.5-pro) - o1,3,0.1461811315115071,0.06568700769580617,Inf,2.2254192516801177,0.6463434361018082
(gemini-2.5-pro) - o3,3,0.0020136081522514337,0.063277051983216,Inf,0.03182209172427211,1
(gemini-2.5-pro) - (o4-mini),3,0.13696735038471178,0.06552493403198917,Inf,2.0903088634601987,0.7417717221334319
(gpt-3.5-turbo) - (gpt-4o),3,-0.23637765326922278,0.07363815934328286,Inf,-3.2099886170061467,0.08653384618455373
(gpt-3.5-turbo) - (gpt-4o-mini),3,-0.05309413695069015,0.07683640793503838,Inf,-0.691002330504294,0.9999961035816085
(gpt-3.5-turbo) - o1,3,-0.2693340156753784,0.07311004423816285,Inf,-3.6839536685000147,0.01863162316474587
(gpt-3.5-turbo) - o3,3,-0.41350153903463416,0.07095266611319594,Inf,-5.827850617691309,5.854030136198674e-7
(gpt-3.5-turbo) - (o4-mini),3,-0.2785477968021738,0.0729644601861467,Inf,-3.8175818212256147,0.011416321884492708
(gpt-4o) - (gpt-4o-mini),3,0.18328351631853262,0.07256585698603758,Inf,2.525754176014186,0.42158982732757877
(gpt-4o) - o1,3,-0.03295636240615571,0.06860821319034026,Inf,-0.4803559351520296,0.9999999670123915
(gpt-4o) - o3,3,-0.17712388576541135,0.06630429101060026,Inf,-2.671378926849456,0.3225106249370371
(gpt-4o) - (o4-mini),3,-0.04217014353295101,0.06845267032832726,Inf,-0.616048188196101,0.9999991142891259
(gpt-4o-mini) - o1,3,-0.21623987872468833,0.07203016065503133,Inf,-3.002074086163848,0.15238332225721174
(gpt-4o-mini) - o3,3,-0.36040740208394395,0.06983936982947281,Inf,-5.160519102104627,2.5209796244540783e-5
(gpt-4o-mini) - (o4-mini),3,-0.22545365985148363,0.07188228347216677,Inf,-3.1364287410093277,0.1065578090889503
o1 - o3,3,-0.14416752335925567,0.0657175125341555,Inf,-2.1937458951193136,0.6695336603535481
o1 - (o4-mini),3,-0.009213781126795328,0.06788462725924803,Inf,-0.1357270636783252,1
o3 - (o4-mini),3,0.13495374223246034,0.06555542011217748,Inf,2.058620660221984,0.7625284622976751
